code n_exams probability_pairs seed_gen seed_program min_time_slots time_in_seconds
2 20 600 12178 9139 7 0.048706 
2 20 600 12178 9139 7 0.061664 
2 20 600 12178 9139 7 0.047931 
2 20 600 8017 8762 6 0.001246 
2 20 600 8017 8762 6 0.001351 
2 20 600 8017 8762 6 0.001258 
2 20 600 17895 12724 6 0.004484 
2 20 600 17895 12724 6 0.004487 
2 20 600 17895 12724 6 0.004495 
2 20 600 15663 25381 7 0.022233 
2 20 600 15663 25381 7 0.027497 
2 20 600 15663 25381 7 0.021500 
2 20 600 962 13767 6 0.003813 
2 20 600 962 13767 6 0.003770 
2 20 600 962 13767 6 0.004466 
2 20 600 2423 1917 7 0.032309 
2 20 600 2423 1917 7 0.030190 
2 20 600 2423 1917 7 0.031120 
2 20 600 27629 3209 7 0.145104 
2 20 600 27629 3209 7 0.141003 
2 20 600 27629 3209 7 0.121080
